Municipality,Year,Value
Sobral de Monte Agraço,2008,
Torres Vedras,2008,
Águeda,2008,
Albergaria-a-Velha,2008,
Anadia,2008,
Aveiro,2008,
Estarreja,2008,
Ílhavo,2008,
Murtosa,2008,
Oliveira do Bairro,2008,
Ovar,2008,
Sever do Vouga,2008,
Vagos,2008,
Arganil,2008,
Cantanhede,2008,
Coimbra,2008,
Condeixa-a-Nova,2008,
Figueira da Foz,2008,
Góis,2008,
Lousã,2008,
Mealhada,2008,
Mira,2008,
Miranda do Corvo,2008,
Montemor-o-Velho,2008,
Mortágua,2008,
Oliveira do Hospital,2008,
Pampilhosa da Serra,2008,
Penacova,2008,
Penela,2008,
Soure,2008,
Tábua,2008,
Vila Nova de Poiares,2008,
Alvaiázere,2008,
Ansião,2008,
Batalha,2008,
Castanheira de Pêra,2008,
Figueiró dos Vinhos,2008,
Leiria,2008,
Marinha Grande,2008,
Pedrógão Grande,2008,
Pombal,2008,
Porto de Mós,2008,
Aguiar da Beira,2008,
Carregal do Sal,2008,
Castro Daire,2008,
Mangualde,2008,
Nelas,2008,
Oliveira de Frades,2008,
Penalva do Castelo,2008,
Santa Comba Dão,2008,
São Pedro do Sul,2008,
Sátão,2008,
Tondela,2008,
Vila Nova de Paiva,2008,
Viseu,2008,
Vouzela,2008,
Castelo Branco,2008,
Idanha-a-Nova,2008,
Oleiros,2008,
Penamacor,2008,
Proença-a-Nova,2008,
Vila Velha de Ródão,2008,
Abrantes,2008,
Alcanena,2008,
Constância,2008,
Entroncamento,2008,
Ferreira do Zêzere,2008,
Mação,2008,
Ourém,2008,
Sardoal,2008,
Sertã,2008,
Tomar,2008,
Torres Novas,2008,
Vila de Rei,2008,
Vila Nova da Barquinha,2008,
Almeida,2008,
Belmonte,2008,
Celorico da Beira,2008,
Covilhã,2008,
Figueira de Castelo Rodrigo,2008,
Fornos de Algodres,2008,
Fundão,2008,
Gouveia,2008,
Guarda,2008,
Manteigas,2008,
Mêda,2008,
Pinhel,2008,
Sabugal,2008,
Seia,2008,
Trancoso,2008,
Alcochete,2008,
Almada,2008,
Amadora,2008,
Barreiro,2008,
Cascais,2008,
Lisboa,2008,
Loures,2008,
Mafra,2008,
Moita,2008,
Montijo,2008,
Odivelas,2008,
Oeiras,2008,
Palmela,2008,
Seixal,2008,
Sesimbra,2008,
Setúbal,2008,
Sintra,2008,
Vila Franca de Xira,2008,
Alcácer do Sal,2008,
Grândola,2008,
Odemira,2008,
Santiago do Cacém,2008,
Sines,2008,
Aljustrel,2008,
Almodôvar,2008,
Alvito,2008,
Barrancos,2008,
Beja,2008,
Castro Verde,2008,
Cuba,2008,
Ferreira do Alentejo,2008,
Mértola,2008,
Moura,2008,
Ourique,2008,
Serpa,2008,
Vidigueira,2008,
Almeirim,2008,
Alpiarça,2008,
Azambuja,2008,
Benavente,2008,
Cartaxo,2008,
Chamusca,2008,
Coruche,2008,
Golegã,2008,
Rio Maior,2008,
Salvaterra de Magos,2008,
Santarém,2008,
Alter do Chão,2008,
Arronches,2008,
Avis,2008,
Campo Maior,2008,
Castelo de Vide,2008,
Crato,2008,
Elvas,2008,
Fronteira,2008,
Gavião,2008,
Marvão,2008,
Monforte,2008,
Nisa,2008,
Ponte de Sor,2008,
Portalegre,2008,
Sousel,2008,
Alandroal,2008,
Arraiolos,2008,
Borba,2008,
Estremoz,2008,
Évora,2008,
Montemor-o-Novo,2008,
Mora,2008,
Mourão,2008,
Portel,2008,
Redondo,2008,
Reguengos de Monsaraz,2008,
Vendas Novas,2008,
Viana do Alentejo,2008,
Vila Viçosa,2008,
Albufeira,2008,
Alcoutim,2008,
Aljezur,2008,
Castro Marim,2008,
Faro,2008,
Lagoa,2008,
Lagos,2008,
Loulé,2008,
Monchique,2008,
Olhão,2008,
Portimão,2008,
São Brás de Alportel,2008,
Silves,2008,
Tavira,2008,
Vila do Bispo,2008,
Vila Real de Santo António,2008,
Vila do Porto,2008,
Lagoa [R.A.A.],2008,
Nordeste,2008,
Ponta Delgada,2008,
Povoação,2008,
Ribeira Grande,2008,
Vila Franca do Campo,2008,
Angra do Heroísmo,2008,
Vila da Praia da Vitória,2008,
Santa Cruz da Graciosa,2008,
Calheta [R.A.A.],2008,
Velas,2008,
Lajes do Pico,2008,
Madalena,2008,
São Roque do Pico,2008,
Horta,2008,
Lajes das Flores,2008,
Santa Cruz das Flores,2008,
Corvo,2008,
Calheta [R.A.M.],2008,
Câmara de Lobos,2008,
Funchal,2008,
Machico,2008,
Ponta do Sol,2008,
Porto Moniz,2008,
Ribeira Brava,2008,
Santa Cruz,2008,
Santana,2008,
São Vicente,2008,
Porto Santo,2008,
Arcos de Valdevez,2009,790.9
Caminha,2009,584.3
Melgaço,2009,137.9
Monção,2009,580.6
Paredes de Coura,2009,397.7
Ponte da Barca,2009,464.1
Ponte de Lima,2009,1687.6
Valença,2009,626.8
Viana do Castelo,2009,3818.6
Vila Nova de Cerveira,2009,384.7
Amares,2009,914.8
Barcelos,2009,5026.9
Braga,2009,9570.1
Esposende,2009,1189.3
Terras de Bouro,2009,377.8
Vila Verde,2009,2026.3
Cabeceiras de Basto,2009,1120.1
Fafe,2009,3651.6
Guimarães,2009,12479.8
Mondim de Basto,2009,436.5
Póvoa de Lanhoso,2009,990.3
Vieira do Minho,2009,863.3
Vila Nova de Famalicão,2009,8429.3
Vizela,2009,1846.4
Arouca,2009,710.0
Espinho,2009,3060.3
Gondomar,2009,10911.5
Maia,2009,7850.2
Matosinhos,2009,8388.8
Oliveira de Azeméis,2009,2753.4
Paredes,2009,5078.6
Porto,2009,14276.6
Póvoa de Varzim,2009,3878.2
Santa Maria da Feira,2009,8319.0
Santo Tirso,2009,6759.3
São João da Madeira,2009,1203.8
Trofa,2009,3463.2
Vale de Cambra,2009,715.6
Valongo,2009,6917.7
Vila do Conde,2009,5055.0
Vila Nova de Gaia,2009,23979.7
Boticas,2009,205.0
Chaves,2009,2042.3
Montalegre,2009,283.3
Ribeira de Pena,2009,425.5
Valpaços,2009,710.5
Vila Pouca de Aguiar,2009,626.8
Amarante,2009,3781.1
Baião,2009,1759.2
Castelo de Paiva,2009,1323.5
Celorico de Basto,2009,1349.8
Cinfães,2009,1278.3
Felgueiras,2009,3672.7
Lousada,2009,2487.4
Marco de Canaveses,2009,3365.8
Paços de Ferreira,2009,3131.3
Penafiel,2009,3303.6
Resende,2009,678.7
Alijó,2009,624.8
Armamar,2009,264.9
Carrazeda de Ansiães,2009,236.8
Freixo de Espada à Cinta,2009,208.1
Lamego,2009,1496.1
Mesão Frio,2009,397.7
Moimenta da Beira,2009,508.8
Murça,2009,277.1
Penedono,2009,92.0
Peso da Régua,2009,1048.6
Sabrosa,2009,319.9
Santa Marta de Penaguião,2009,458.3
São João da Pesqueira,2009,287.2
Sernancelhe,2009,186.0
Tabuaço,2009,333.8
Tarouca,2009,414.6
Torre de Moncorvo,2009,470.3
Vila Nova de Foz Côa,2009,269.1
Vila Real,2009,2734.3
Alfândega da Fé,2009,245.3
Bragança,2009,1519.3
Macedo de Cavaleiros,2009,702.3
Miranda do Douro,2009,173.7
Mirandela,2009,1182.3
Mogadouro,2009,315.2
Vila Flor,2009,333.7
Vimioso,2009,140.5
Vinhais,2009,344.0
Alcobaça,2009,2435.1
Alenquer,2009,1900.2
Arruda dos Vinhos,2009,358.3
Bombarral,2009,486.8
Cadaval,2009,508.3
Caldas da Rainha,2009,2479.1
Lourinhã,2009,955.5
Nazaré,2009,764.7
Óbidos,2009,446.9
Peniche,2009,1494.8
Sobral de Monte Agraço,2009,322.7
Torres Vedras,2009,2732.8
Águeda,2009,2084.3
Albergaria-a-Velha,2009,1153.9
Anadia,2009,1083.9
Aveiro,2009,3651.3
Estarreja,2009,1314.6
Ílhavo,2009,1790.7
Murtosa,2009,414.4
Oliveira do Bairro,2009,803.4
Ovar,2009,3669.4
Sever do Vouga,2009,444.7
Vagos,2009,744.8
Arganil,2009,382.3
Cantanhede,2009,1210.9
Coimbra,2009,5703.4
Condeixa-a-Nova,2009,463.0
Figueira da Foz,2009,3111.2
Góis,2009,138.0
Lousã,2009,755.8
Mealhada,2009,732.8
Mira,2009,533.3
Miranda do Corvo,2009,421.3
Montemor-o-Velho,2009,990.6
Mortágua,2009,227.2
Oliveira do Hospital,2009,754.8
Pampilhosa da Serra,2009,88.4
Penacova,2009,469.1
Penela,2009,167.9
Soure,2009,675.8
Tábua,2009,446.9
Vila Nova de Poiares,2009,257.2
Alvaiázere,2009,234.4
Ansião,2009,530.4
Batalha,2009,494.9
Castanheira de Pêra,2009,187.0
Figueiró dos Vinhos,2009,325.3
Leiria,2009,4222.8
Marinha Grande,2009,1799.8
Pedrógão Grande,2009,160.9
Pombal,2009,1533.7
Porto de Mós,2009,804.8
Aguiar da Beira,2009,168.1
Carregal do Sal,2009,386.0
Castro Daire,2009,498.1
Mangualde,2009,1082.8
Nelas,2009,812.7
Oliveira de Frades,2009,286.1
Penalva do Castelo,2009,397.8
Santa Comba Dão,2009,385.3
São Pedro do Sul,2009,649.4
Sátão,2009,577.5
Tondela,2009,825.5
Vila Nova de Paiva,2009,322.9
Viseu,2009,5060.6
Vouzela,2009,349.6
Castelo Branco,2009,2654.8
Idanha-a-Nova,2009,316.0
Oleiros,2009,91.3
Penamacor,2009,139.1
Proença-a-Nova,2009,218.7
Vila Velha de Ródão,2009,76.3
Abrantes,2009,2164.1
Alcanena,2009,465.1
Constância,2009,168.7
Entroncamento,2009,670.8
Ferreira do Zêzere,2009,217.9
Mação,2009,140.3
Ourém,2009,1272.0
Sardoal,2009,179.7
Sertã,2009,555.8
Tomar,2009,1577.9
Torres Novas,2009,1152.5
Vila de Rei,2009,85.3
Vila Nova da Barquinha,2009,234.4
Almeida,2009,158.3
Belmonte,2009,356.1
Celorico da Beira,2009,264.4
Covilhã,2009,3395.2
Figueira de Castelo Rodrigo,2009,181.4
Fornos de Algodres,2009,237.1
Fundão,2009,1455.5
Gouveia,2009,829.8
Guarda,2009,1804.1
Manteigas,2009,204.1
Mêda,2009,86.8
Pinhel,2009,373.1
Sabugal,2009,287.0
Seia,2009,1582.7
Trancoso,2009,197.8
Alcochete,2009,578.6
Almada,2009,6803.9
Amadora,2009,8530.0
Barreiro,2009,3986.7
Cascais,2009,7464.1
Lisboa,2009,20888.8
Loures,2009,7309.5
Mafra,2009,2339.3
Moita,2009,3836.8
Montijo,2009,2132.6
Odivelas,2009,4662.1
Oeiras,2009,5111.8
Palmela,2009,2743.7
Seixal,2009,6699.3
Sesimbra,2009,1603.8
Setúbal,2009,6312.3
Sintra,2009,16295.3
Vila Franca de Xira,2009,5869.9
Alcácer do Sal,2009,430.1
Grândola,2009,336.0
Odemira,2009,1123.5
Santiago do Cacém,2009,1230.2
Sines,2009,765.3
Aljustrel,2009,382.5
Almodôvar,2009,482.9
Alvito,2009,75.8
Barrancos,2009,90.5
Beja,2009,1220.8
Castro Verde,2009,302.1
Cuba,2009,193.8
Ferreira do Alentejo,2009,346.9
Mértola,2009,212.0
Moura,2009,999.8
Ourique,2009,260.1
Serpa,2009,742.3
Vidigueira,2009,246.6
Almeirim,2009,1002.4
Alpiarça,2009,328.4
Azambuja,2009,980.5
Benavente,2009,1328.0
Cartaxo,2009,939.8
Chamusca,2009,455.2
Coruche,2009,1160.3
Golegã,2009,193.3
Rio Maior,2009,557.5
Salvaterra de Magos,2009,1481.9
Santarém,2009,2016.3
Alter do Chão,2009,130.2
Arronches,2009,101.6
Avis,2009,232.3
Campo Maior,2009,383.2
Castelo de Vide,2009,112.8
Crato,2009,146.0
Elvas,2009,1205.4
Fronteira,2009,180.6
Gavião,2009,169.4
Marvão,2009,98.8
Monforte,2009,139.2
Nisa,2009,225.3
Ponte de Sor,2009,1021.5
Portalegre,2009,1127.3
Sousel,2009,163.0
Alandroal,2009,240.8
Arraiolos,2009,237.0
Borba,2009,295.3
Estremoz,2009,471.2
Évora,2009,2539.5
Montemor-o-Novo,2009,521.8
Mora,2009,181.8
Mourão,2009,91.8
Portel,2009,362.4
Redondo,2009,343.9
Reguengos de Monsaraz,2009,637.2
Vendas Novas,2009,398.1
Viana do Alentejo,2009,223.8
Vila Viçosa,2009,273.3
Albufeira,2009,2292.0
Alcoutim,2009,35.6
Aljezur,2009,130.5
Castro Marim,2009,220.8
Faro,2009,2495.8
Lagoa,2009,1124.1
Lagos,2009,1409.3
Loulé,2009,2773.3
Monchique,2009,186.8
Olhão,2009,2138.1
Portimão,2009,3346.9
São Brás de Alportel,2009,233.3
Silves,2009,1572.5
Tavira,2009,834.3
Vila do Bispo,2009,136.4
Vila Real de Santo António,2009,964.0
Vila do Porto,2009,
Lagoa [R.A.A.],2009,
Nordeste,2009,
Ponta Delgada,2009,
Povoação,2009,
Ribeira Grande,2009,
Vila Franca do Campo,2009,
Angra do Heroísmo,2009,
Vila da Praia da Vitória,2009,
Santa Cruz da Graciosa,2009,
Calheta [R.A.A.],2009,
Velas,2009,
Lajes do Pico,2009,
Madalena,2009,
São Roque do Pico,2009,
Horta,2009,
Lajes das Flores,2009,
Santa Cruz das Flores,2009,
Corvo,2009,
Calheta [R.A.M.],2009,
Câmara de Lobos,2009,
Funchal,2009,
Machico,2009,
Ponta do Sol,2009,
Porto Moniz,2009,
Ribeira Brava,2009,
Santa Cruz,2009,
Santana,2009,
São Vicente,2009,
Porto Santo,2009,
Arcos de Valdevez,2010,866.0
Caminha,2010,708.2
Melgaço,2010,112.3
Monção,2010,586.8
Paredes de Coura,2010,437.3
Ponte da Barca,2010,567.4
Ponte de Lima,2010,1932.8
Valença,2010,646.1
Viana do Castelo,2010,4627.8
Vila Nova de Cerveira,2010,370.3
Amares,2010,1139.9
Barcelos,2010,5842.8
Braga,2010,10525.5
Esposende,2010,1390.7
Terras de Bouro,2010,420.3
Vila Verde,2010,2248.9
Cabeceiras de Basto,2010,1386.1
Fafe,2010,3835.3
Guimarães,2010,12854.7
Mondim de Basto,2010,455.3
Póvoa de Lanhoso,2010,1178.0
Vieira do Minho,2010,952.5
Vila Nova de Famalicão,2010,9099.8
Vizela,2010,2011.7
Arouca,2010,759.9
Espinho,2010,3441.3
Gondomar,2010,12036.8
Maia,2010,8468.8
Matosinhos,2010,9156.3
Oliveira de Azeméis,2010,2828.3
Paredes,2010,5719.5
Porto,2010,15460.8
Póvoa de Varzim,2010,4313.8
Santa Maria da Feira,2010,9609.1
Santo Tirso,2010,7090.0
São João da Madeira,2010,1249.3
Trofa,2010,3747.8
Vale de Cambra,2010,774.1
Valongo,2010,7751.2
Vila do Conde,2010,5704.8
Vila Nova de Gaia,2010,27752.9
Boticas,2010,282.7
Chaves,2010,2416.8
Montalegre,2010,368.0
Ribeira de Pena,2010,398.8
Valpaços,2010,927.2
Vila Pouca de Aguiar,2010,759.3
Amarante,2010,4210.1
Baião,2010,1925.7
Castelo de Paiva,2010,1600.3
Celorico de Basto,2010,1436.7
Cinfães,2010,1470.1
Felgueiras,2010,3504.8
Lousada,2010,2806.9
Marco de Canaveses,2010,3993.9
Paços de Ferreira,2010,3601.8
Penafiel,2010,3868.9
Resende,2010,777.0
Alijó,2010,668.1
Armamar,2010,308.1
Carrazeda de Ansiães,2010,291.4
Freixo de Espada à Cinta,2010,220.3
Lamego,2010,1772.0
Mesão Frio,2010,464.6
Moimenta da Beira,2010,564.3
Murça,2010,294.8
Penedono,2010,112.8
Peso da Régua,2010,1143.9
Sabrosa,2010,336.8
Santa Marta de Penaguião,2010,487.8
São João da Pesqueira,2010,280.8
Sernancelhe,2010,218.8
Tabuaço,2010,379.9
Tarouca,2010,486.5
Torre de Moncorvo,2010,523.3
Vila Nova de Foz Côa,2010,288.4
Vila Real,2010,2882.0
Alfândega da Fé,2010,273.9
Bragança,2010,1771.7
Macedo de Cavaleiros,2010,814.3
Miranda do Douro,2010,250.4
Mirandela,2010,1507.6
Mogadouro,2010,397.7
Vila Flor,2010,342.8
Vimioso,2010,178.5
Vinhais,2010,392.9
Alcobaça,2010,2568.8
Alenquer,2010,2036.3
Arruda dos Vinhos,2010,434.4
Bombarral,2010,580.0
Cadaval,2010,535.3
Caldas da Rainha,2010,2782.1
Lourinhã,2010,1059.0
Nazaré,2010,793.3
Óbidos,2010,497.5
Peniche,2010,1518.3
Sobral de Monte Agraço,2010,346.2
Torres Vedras,2010,3072.3
Águeda,2010,2146.8
Albergaria-a-Velha,2010,1203.8
Anadia,2010,1153.0
Aveiro,2010,4047.2
Estarreja,2010,1312.4
Ílhavo,2010,2044.6
Murtosa,2010,449.8
Oliveira do Bairro,2010,900.2
Ovar,2010,3806.7
Sever do Vouga,2010,474.6
Vagos,2010,844.8
Arganil,2010,488.4
Cantanhede,2010,1300.3
Coimbra,2010,6065.8
Condeixa-a-Nova,2010,532.4
Figueira da Foz,2010,3399.5
Góis,2010,128.2
Lousã,2010,762.5
Mealhada,2010,746.8
Mira,2010,587.8
Miranda do Corvo,2010,481.8
Montemor-o-Velho,2010,1105.8
Mortágua,2010,228.9
Oliveira do Hospital,2010,873.1
Pampilhosa da Serra,2010,91.5
Penacova,2010,526.7
Penela,2010,172.5
Soure,2010,716.2
Tábua,2010,487.4
Vila Nova de Poiares,2010,281.8
Alvaiázere,2010,240.6
Ansião,2010,579.9
Batalha,2010,503.6
Castanheira de Pêra,2010,179.9
Figueiró dos Vinhos,2010,374.4
Leiria,2010,4490.2
Marinha Grande,2010,1835.8
Pedrógão Grande,2010,183.3
Pombal,2010,1665.9
Porto de Mós,2010,869.8
Aguiar da Beira,2010,199.8
Carregal do Sal,2010,406.5
Castro Daire,2010,564.1
Mangualde,2010,1145.2
Nelas,2010,757.8
Oliveira de Frades,2010,298.0
Penalva do Castelo,2010,454.9
Santa Comba Dão,2010,450.9
São Pedro do Sul,2010,665.4
Sátão,2010,650.7
Tondela,2010,897.3
Vila Nova de Paiva,2010,358.4
Viseu,2010,5390.9
Vouzela,2010,322.7
Castelo Branco,2010,2984.8
Idanha-a-Nova,2010,385.8
Oleiros,2010,93.0
Penamacor,2010,153.2
Proença-a-Nova,2010,258.1
Vila Velha de Ródão,2010,81.9
Abrantes,2010,2160.4
Alcanena,2010,505.8
Constância,2010,166.9
Entroncamento,2010,721.8
Ferreira do Zêzere,2010,218.8
Mação,2010,130.2
Ourém,2010,1460.8
Sardoal,2010,196.8
Sertã,2010,584.6
Tomar,2010,1830.3
Torres Novas,2010,1231.3
Vila de Rei,2010,101.8
Vila Nova da Barquinha,2010,241.2
Almeida,2010,178.2
Belmonte,2010,420.7
Celorico da Beira,2010,292.3
Covilhã,2010,3580.8
Figueira de Castelo Rodrigo,2010,210.3
Fornos de Algodres,2010,245.8
Fundão,2010,1593.5
Gouveia,2010,843.7
Guarda,2010,2120.1
Manteigas,2010,212.0
Mêda,2010,117.1
Pinhel,2010,400.8
Sabugal,2010,344.9
Seia,2010,1650.3
Trancoso,2010,224.9
Alcochete,2010,665.6
Almada,2010,8082.3
Amadora,2010,9645.2
Barreiro,2010,4316.3
Cascais,2010,9062.9
Lisboa,2010,23715.9
Loures,2010,8663.3
Mafra,2010,2583.8
Moita,2010,4197.8
Montijo,2010,2528.7
Odivelas,2010,5574.4
Oeiras,2010,6027.8
Palmela,2010,2928.3
Seixal,2010,7362.6
Sesimbra,2010,1832.1
Setúbal,2010,6851.6
Sintra,2010,18592.0
Vila Franca de Xira,2010,6575.8
Alcácer do Sal,2010,447.7
Grândola,2010,378.7
Odemira,2010,1287.8
Santiago do Cacém,2010,1109.8
Sines,2010,672.8
Aljustrel,2010,392.7
Almodôvar,2010,504.1
Alvito,2010,80.8
Barrancos,2010,124.1
Beja,2010,1408.8
Castro Verde,2010,335.7
Cuba,2010,218.0
Ferreira do Alentejo,2010,481.8
Mértola,2010,271.6
Moura,2010,1077.7
Ourique,2010,350.3
Serpa,2010,909.3
Vidigueira,2010,284.1
Almeirim,2010,1014.7
Alpiarça,2010,376.5
Azambuja,2010,1001.5
Benavente,2010,1511.2
Cartaxo,2010,916.8
Chamusca,2010,461.9
Coruche,2010,1163.0
Golegã,2010,203.6
Rio Maior,2010,693.1
Salvaterra de Magos,2010,1581.9
Santarém,2010,2220.9
Alter do Chão,2010,150.3
Arronches,2010,120.1
Avis,2010,261.8
Campo Maior,2010,415.7
Castelo de Vide,2010,121.5
Crato,2010,177.6
Elvas,2010,1450.8
Fronteira,2010,194.4
Gavião,2010,203.7
Marvão,2010,109.8
Monforte,2010,181.5
Nisa,2010,253.3
Ponte de Sor,2010,1344.7
Portalegre,2010,1243.5
Sousel,2010,217.2
Alandroal,2010,315.4
Arraiolos,2010,272.0
Borba,2010,346.5
Estremoz,2010,550.8
Évora,2010,2655.1
Montemor-o-Novo,2010,525.3
Mora,2010,170.7
Mourão,2010,141.3
Portel,2010,401.7
Redondo,2010,404.6
Reguengos de Monsaraz,2010,660.8
Vendas Novas,2010,386.3
Viana do Alentejo,2010,213.8
Vila Viçosa,2010,357.0
Albufeira,2010,2920.2
Alcoutim,2010,46.0
Aljezur,2010,205.4
Castro Marim,2010,269.2
Faro,2010,3149.4
Lagoa,2010,1386.3
Lagos,2010,1790.8
Loulé,2010,3699.3
Monchique,2010,210.3
Olhão,2010,2548.3
Portimão,2010,4035.9
São Brás de Alportel,2010,316.5
Silves,2010,2017.8
Tavira,2010,1146.1
Vila do Bispo,2010,174.8
Vila Real de Santo António,2010,1208.0
Vila do Porto,2010,
Lagoa [R.A.A.],2010,
Nordeste,2010,
Ponta Delgada,2010,
Povoação,2010,
Ribeira Grande,2010,
Vila Franca do Campo,2010,
Angra do Heroísmo,2010,
Vila da Praia da Vitória,2010,
Santa Cruz da Graciosa,2010,
Calheta [R.A.A.],2010,
Velas,2010,
Lajes do Pico,2010,
Madalena,2010,
São Roque do Pico,2010,
Horta,2010,
Lajes das Flores,2010,
Santa Cruz das Flores,2010,
Corvo,2010,
Calheta [R.A.M.],2010,
Câmara de Lobos,2010,
Funchal,2010,
Machico,2010,
Ponta do Sol,2010,
Porto Moniz,2010,
Ribeira Brava,2010,
Santa Cruz,2010,
Santana,2010,
São Vicente,2010,
Porto Santo,2010,
Arcos de Valdevez,2011,900.5
Caminha,2011,729.9
Melgaço,2011,165.7
Monção,2011,501.7
Paredes de Coura,2011,398.6
Ponte da Barca,2011,581.7
Ponte de Lima,2011,1969.3
Valença,2011,657.8
Viana do Castelo,2011,4746.7
Vila Nova de Cerveira,2011,321.5
Amares,2011,1118.6
Barcelos,2011,5556.8
Braga,2011,10958.9
Esposende,2011,1438.9
Terras de Bouro,2011,423.0
Vila Verde,2011,2267.8
Cabeceiras de Basto,2011,1332.1
Fafe,2011,3772.7
Guimarães,2011,12222.7
Mondim de Basto,2011,438.1
Póvoa de Lanhoso,2011,1090.6
Vieira do Minho,2011,865.4
Vila Nova de Famalicão,2011,8558.0
Vizela,2011,1731.0
Arouca,2011,659.3
Espinho,2011,3308.5
Gondomar,2011,12252.0
Maia,2011,8335.4
Matosinhos,2011,9145.1
Oliveira de Azeméis,2011,2543.7
Paredes,2011,5954.8
Porto,2011,15199.0
Póvoa de Varzim,2011,3941.2
Santa Maria da Feira,2011,8776.5
Santo Tirso,2011,6661.8
São João da Madeira,2011,1069.7
Trofa,2011,3556.0
Vale de Cambra,2011,672.6
Valongo,2011,7708.3
Vila do Conde,2011,4942.7
Vila Nova de Gaia,2011,28491.3
Boticas,2011,286.3
Chaves,2011,2565.8
Montalegre,2011,376.8
Ribeira de Pena,2011,412.1
Valpaços,2011,995.3
Vila Pouca de Aguiar,2011,716.4
Amarante,2011,4274.9
Baião,2011,1823.5
Castelo de Paiva,2011,1426.1
Celorico de Basto,2011,1397.9
Cinfães,2011,1620.8
Felgueiras,2011,2847.8
Lousada,2011,2705.5
Marco de Canaveses,2011,3833.3
Paços de Ferreira,2011,3635.4
Penafiel,2011,4112.4
Resende,2011,810.6
Alijó,2011,647.7
Armamar,2011,327.1
Carrazeda de Ansiães,2011,293.8
Freixo de Espada à Cinta,2011,241.1
Lamego,2011,2101.2
Mesão Frio,2011,434.7
Moimenta da Beira,2011,535.9
Murça,2011,280.8
Penedono,2011,95.2
Peso da Régua,2011,1110.1
Sabrosa,2011,331.4
Santa Marta de Penaguião,2011,466.3
São João da Pesqueira,2011,297.1
Sernancelhe,2011,219.0
Tabuaço,2011,377.3
Tarouca,2011,499.7
Torre de Moncorvo,2011,471.8
Vila Nova de Foz Côa,2011,288.0
Vila Real,2011,2788.8
Alfândega da Fé,2011,274.0
Bragança,2011,1715.1
Macedo de Cavaleiros,2011,817.8
Miranda do Douro,2011,273.4
Mirandela,2011,1523.0
Mogadouro,2011,376.9
Vila Flor,2011,359.4
Vimioso,2011,165.3
Vinhais,2011,370.0
Alcobaça,2011,2579.6
Alenquer,2011,1898.9
Arruda dos Vinhos,2011,400.1
Bombarral,2011,575.0
Cadaval,2011,511.9
Caldas da Rainha,2011,2740.8
Lourinhã,2011,993.5
Nazaré,2011,828.0
Óbidos,2011,479.6
Peniche,2011,1459.6
Sobral de Monte Agraço,2011,330.3
Torres Vedras,2011,3050.3
Águeda,2011,2044.6
Albergaria-a-Velha,2011,1113.5
Anadia,2011,1017.7
Aveiro,2011,3803.2
Estarreja,2011,1208.3
Ílhavo,2011,1965.4
Murtosa,2011,402.0
Oliveira do Bairro,2011,886.3
Ovar,2011,3525.3
Sever do Vouga,2011,479.0
Vagos,2011,818.8
Arganil,2011,453.1
Cantanhede,2011,1243.8
Coimbra,2011,6249.1
Condeixa-a-Nova,2011,582.2
Figueira da Foz,2011,3272.8
Góis,2011,124.3
